Test run for 90 minutes of runtime, approximately one full orbit for most LEO sats.

CPU

	11th Gen Intel(R) Core(TM) i3-1115G4 @ 3.00GHz

	Base speed:	3.00 GHz
	Sockets:	1
	Cores:	2
	Logical processors:	4
	Virtualization:	Enabled
	L1 cache:	160 KB
	L2 cache:	2.5 MB
	L3 cache:	6.0 MB

Total sats: 16978
TIME 0.0
TIME 0.1
...
TIME 5399.800000002113
TIME 5399.900000002113

         961071828 function calls (960701551 primitive calls) in 3883.942 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1 2913.363 2913.363 3883.947 3883.947 satEvol.py:1(<module>)
 1440/330    0.004    0.000    3.649    0.011 compiler_lock.py:32(_acquire_compile_lock)
     2194    0.004    0.000    0.009    0.000 numpy_support.py:410(choose_types)
     1967    0.004    0.000    0.011    0.000 copy.py:66(copy)
      775    0.004    0.000    0.008    0.000 typeinfer.py:496(fold_arg_vars)
    27705    0.004    0.000    0.004    0.000 {function _TargetRegistry.__getitem__ at 0x7f5ed2738af0}
    38962    0.004    0.000    0.004    0.000 {built-in method builtins.iter}
       17    0.004    0.000    0.005    0.000 backend_agg.py:185(draw_text)
     1977    0.004    0.000    0.005    0.000 {method 'sub' of 're.Pattern' objects}
    16978    0.004    0.000    0.004    0.000 KeplerTools.py:58(EAnom)
     1407    0.004    0.000    0.041    0.000 interpreter.py:1798(_dispatch)
      546    0.004    0.000    0.045    0.000 trace.pyx:73(as_geom)
     1385    0.004    0.000    0.005    0.000 npytypes.py:523(__repr__)
     4316    0.004    0.000    0.072    0.000 module.py:220(__next__)
        4    0.004    0.001    0.004    0.001 {method 'close' of '_io.BufferedWriter' objects}
      546    0.004    0.000    0.006    0.000 shape_base.py:377(stack)
        1    0.004    0.004    0.016    0.016 backend_agg.py:1(<module>)
      762    0.004    0.000    0.004    0.000 _geometry.py:650(get_num_geometries)
     8135    0.004    0.000    0.006    0.000 {built-in method builtins.max}
  428/266    0.004    0.000    0.007    0.000 transforms.py:2431(get_affine)
     3190    0.004    0.000    0.014    0.000 errors.py:488(catch_warnings)
     1170    0.004    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
5992/5869    0.004    0.000    0.008    0.000 values.py:455(_get_reference)
       66    0.004    0.000    0.134    0.002 codegen.py:651(_optimize_functions)
       31    0.004    0.000    0.032    0.001 __init__.py:884(_rc_params_in_file)
     2774    0.004    0.000    0.045    0.000 value.py:157(name)
       98    0.004    0.000    0.006    0.000 numeric.py:2349(isclose)
     1146    0.004    0.000    0.004    0.000 {built-in method shapely.lib.get_coordinates}
     1069    0.004    0.000    0.155    0.000 <frozen importlib._bootstrap_external>:1070(get_data)
    40096    0.004    0.000    0.004    0.000 {built-in method builtins.callable}
    14894    0.003    0.000    0.009    0.000 templates.py:368(<genexpr>)
      885    0.003    0.000    0.013    0.000 instructions.py:133(_descr)
        5    0.003    0.001    0.004    0.001 crs.py:1726(geodetic_crs)
      653    0.003    0.000    0.029    0.000 values.py:936(__init__)
     1428    0.003    0.000    0.116    0.000 errors.py:534(__init__)
        2    0.003    0.002    0.003    0.002 font_manager.py:1554(_get_font)
8685/7040    0.003    0.000    0.008    0.000 artist.py:315(stale)
  105/104    0.003    0.000    0.069    0.001 inline_closurecall.py:1477(_inline_const_arraycall)
     2600    0.003    0.000    0.005    0.000 ir.py:1553(get_definition)
     1205    0.003    0.000    0.005    0.000 ir.py:1282(find_exprs)
     1625    0.003    0.000    0.018    0.000 builder.py:769(store)
       21    0.003    0.000    0.010    0.000 _backend_pdf_ps.py:147(get_text_width_height_descent)
  816/618    0.003    0.000    0.114    0.000 base.py:526(get_function)
  582/500    0.003    0.000    0.952    0.002 lowering.py:1242(lower_expr)
      120    0.003    0.000    0.032    0.000 bezier.py:283(axis_aligned_extrema)
      554    0.003    0.000    0.003    0.000 creation.py:465(prepare)
     2326    0.003    0.000    0.037    0.000 value.py:231(is_declaration)
     1246    0.003    0.000    0.018    0.000 typeof.py:41(typeof_impl)
      529    0.003    0.000    0.074    0.000 context.py:723(load_additional_registries)
      140    0.003    0.000    0.008    0.000 compiler_machinery.py:369(dependency_analysis)
    29692    0.003    0.000    0.003    0.000 {method 'append' of 'array.array' objects}
     1568    0.003    0.000    0.007    0.000 enum.py:89(__setitem__)
     3807    0.003    0.000    0.006    0.000 context.py:478(_lookup_global)
        4    0.003    0.001    0.059    0.015 backend_pdf.py:1137(embedTTF)
      573    0.003    0.000    0.005    0.000 analysis.py:91(liveness)
 1233/421    0.003    0.000    0.058    0.000 sre_parse.py:436(_parse_sub)
      465    0.003    0.000    0.010    0.000 shapefile.py:1304(__shape)
6942/6475    0.003    0.000    0.011    0.000 {built-in method builtins.all}
      112    0.003    0.000    0.031    0.000 text.py:358(_get_layout)
      245    0.003    0.000    0.004    0.000 templates.py:1166(make_overload_attribute_template)
  167/156    0.003    0.000    0.318    0.002 lowering.py:740(lower_binop)
      500    0.003    0.000    0.003    0.000 {built-in method numpy.zeros}
     1078    0.003    0.000    0.012    0.000 contextlib.py:533(__exit__)
       39    0.003    0.000    0.024    0.001 interpreter.py:1018(peep_hole_fuse_dict_add_updates)
    15809    0.003    0.000    0.005    0.000 ir.py:259(__hash__)
     8382    0.003    0.000    0.010    0.000 types.py:33(__ne__)
     1315    0.003    0.000    0.152    0.000 values.py:1174(<listcomp>)
     6377    0.003    0.000    0.043    0.000 re.py:197(search)
     3258    0.003    0.000    0.004    0.000 errors.py:261(__exit__)
    13058    0.003    0.000    0.004    0.000 enum.py:678(__new__)
    13453    0.003    0.000    0.008    0.000 sre_parse.py:255(get)
     1790    0.003    0.000    0.016    0.000 builder.py:756(load)
       21    0.003    0.000    0.005    0.000 backend_agg.py:206(get_text_width_height_descent)
 2835/243    0.003    0.000    3.571    0.015 compiler_machinery.py:271(check)
     4064    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:404(parent)
        2    0.003    0.002    0.155    0.077 image.py:337(_make_image)
     1452    0.003    0.000    0.006    0.000 __init__.py:133(check_shape)
     2177    0.003    0.000    0.005    0.000 warnings.py:181(_add_filter)
       39    0.003    0.000    0.033    0.001 interpreter.py:986(peep_hole_delete_with_exit)
     9939    0.003    0.000    0.003    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
      136    0.003    0.000    0.066    0.000 ir.py:115(strformat)
      263    0.003    0.000    0.384    0.001 artist.py:179(__init__)
      204    0.003    0.000    0.003    0.000 _text_helpers.py:46(layout)
        8    0.003    0.000    0.003    0.000 constructive.py:85(buffer)
    14005    0.003    0.000    0.004    0.000 _utils.py:71(_stringify_metadata)
      579    0.003    0.000    0.079    0.000 cgutils.py:362(alloca_once)
      266    0.003    0.000    0.011    0.000 otConverters.py:44(buildConverters)
     8266    0.003    0.000    0.003    0.000 enum.py:439(__getitem__)
      702    0.003    0.000    0.024    0.000 multilinestring.py:38(__new__)
    17788    0.003    0.000    0.003    0.000 {method 'partition' of 'str' objects}
      105    0.003    0.000    0.011    0.000 analysis.py:291(dead_branch_prune)
      958    0.003    0.000    0.003    0.000 api.py:952(_builtin_function_type)
        9    0.003    0.000    0.007    0.001 cbook.py:683(safe_masked_invalid)
    10788    0.003    0.000    0.006    0.000 __init__.py:1455(debug)
     4912    0.003    0.000    0.004    0.000 values.py:860(__init__)
    18559    0.003    0.000    0.003    0.000 {method 'acquire' of '_thread.RLock' objects}
     2137    0.003    0.000    0.006    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
     1483    0.003    0.000    0.014    0.000 typeinfer.py:1080(add_type)
  1068/66    0.003    0.000    1.666    0.025 <frozen importlib._bootstrap_external>:877(exec_module)
     2199    0.003    0.000    0.019    0.000 ir.py:929(__str__)
    15381    0.003    0.000    0.003    0.000 compiler.py:355(__getattr__)
    19477    0.003    0.000    0.003    0.000 values.py:554(_get_name)
      349    0.003    0.000    0.015    0.000 packer.py:73(__init__)
      192    0.003    0.000    0.018    0.000 _polynomial_impl.py:163(roots)
     1946    0.003    0.000    0.017    0.000 event.py:422(trigger_event)
       82    0.003    0.000    0.004    0.000 ir_utils.py:1597(build_definitions)
     2074    0.003    0.000    0.005    0.000 templates.py:182(signature)
     2940    0.003    0.000    0.003    0.000 controlflow.py:368(_add_edge)
     2401    0.003    0.000    0.018    0.000 values.py:1104(__init__)
      117    0.003    0.000    0.026    0.000 ir.py:1326(dump)
    21167    0.003    0.000    0.003    0.000 {method 'pop' of 'list' objects}
8135/7955    0.003    0.000    0.003    0.000 {method 'update' of 'dict' objects}
      509    0.003    0.000    0.006    0.000 controlflow.py:579(_find_back_edges)
    35/27    0.003    0.000    2.342    0.087 typed_passes.py:437(run_pass)
     6516    0.003    0.000    0.003    0.000 ansitowin32.py:131(get_win32_calls)
      364    0.003    0.000    0.008    0.000 ir_utils.py:1622(find_callname)
     1433    0.003    0.000    0.008    0.000 copy.py:259(_reconstruct)
     5079    0.003    0.000    0.018    0.000 functions.py:230(_unlit_non_poison)
     1161    0.003    0.000    0.048    0.000 utils.py:89(_copytobuffer)
     6298    0.003    0.000    0.077    0.000 prepared.py:43(covers)
     4424    0.003    0.000    0.005    0.000 context.py:249(_get_attribute_templates)
      580    0.003    0.000    0.049    0.000 base.py:49(_find)
     1246    0.003    0.000    0.004    0.000 typeof.py:66(_typeof_buffer)
     2401    0.003    0.000    0.006    0.000 values.py:1091(_to_list)
     1240    0.003    0.000    0.006    0.000 api.py:194(typeof)
    25086    0.003    0.000    0.003    0.000 {built-in method builtins.id}
     1856    0.003    0.000    0.005    0.000 weakref.py:277(setdefault)
    11363    0.003    0.000    0.003    0.000 controlflow.py:118(successors)
        4    0.003    0.001    0.015    0.004 figure.py:2464(__init__)
      543    0.003    0.000    0.005    0.000 cbook.py:1742(normalize_kwargs)
  986/508    0.003    0.000    2.602    0.005 context.py:232(_resolve_user_function_type)
     2674    0.003    0.000    0.041    0.000 module.py:251(_next)
       39    0.003    0.000    0.005    0.000 interpreter.py:509(peep_hole_call_function_ex_to_call_function_kw)
1485/1481    0.003    0.000    0.005    0.000 cbook.py:348(process)
      927    0.003    0.000    0.025    0.000 cgutils.py:936(gep)
    16872    0.003    0.000    0.003    0.000 {method 'insert' of 'list' objects}
     1067    0.003    0.000    0.165    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
       26    0.003    0.000    0.005    0.000 patch.py:20(_ensure_path_closed)
     35/3    0.003    0.000    3.583    1.194 compiler_machinery.py:342(run)
      544    0.003    0.000    0.003    0.000 _geometry.py:54(get_type_id)
     9504    0.003    0.000    0.003    0.000 utils.py:332(key)
     2200    0.003    0.000    0.003    0.000 warnings.py:477(__exit__)
       35    0.003    0.000    0.040    0.001 lowering.py:371(_find_singly_assigned_variable)
     1012    0.003    0.000    0.008    0.000 controlflow.py:396(_eliminate_dead_blocks)
     1480    0.003    0.000    0.004    0.000 inspect.py:66(get_annotations)
        4    0.003    0.001    0.004    0.001 _codata.py:1993(parse_constants_2002to2014)
       39    0.003    0.000    0.042    0.001 byteflow.py:85(run)
7255/7253    0.003    0.000    0.030    0.000 manager.py:40(__getitem__)
     5613    0.003    0.000    0.007    0.000 lowering.py:360(_disable_sroa_like_opt)
     1583    0.003    0.000    0.004    0.000 inspect.py:612(unwrap)
     1449    0.003    0.000    0.007    0.000 path.py:202(_update_values)
    21439    0.003    0.000    0.003    0.000 builder.py:195(block)
     3409    0.003    0.000    0.003    0.000 old_models.py:674(get_field_position)
     4698    0.003    0.000    0.003    0.000 values.py:575(function_type)
      234    0.003    0.000    0.003    0.000 numeric.py:144(ones)
      117    0.003    0.000    0.004    0.000 interpreter.py:1661(_remove_unused_temporaries)
    18760    0.003    0.000    0.003    0.000 analysis.py:40(<genexpr>)
       16    0.003    0.000    0.003    0.000 _linalg.py:499(inv)
     9941    0.003    0.000    0.003    0.000 {method 'rpartition' of 'str' objects}
      974    0.003    0.000    0.090    0.000 npydecl.py:196(generic)
     5729    0.003    0.000    0.003    0.000 ffi.py:344(detach)
     6337    0.003    0.000    0.003    0.000 npytypes.py:482(key)
       28    0.002    0.000    0.008    0.000 ir_utils.py:639(remove_dead_block)
     1012    0.002    0.000    0.020    0.000 backend_pdf.py:1961(check_gc)
     9769    0.002    0.000    0.009    0.000 target_extension.py:121(inherits_from)
     4572    0.002    0.000    0.030    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
     1223    0.002    0.000    0.050    0.000 lowering.py:1634(decref)
     3119    0.002    0.000    0.003    0.000 {built-in method _functools.reduce}
     6516    0.002    0.000    0.002    0.000 ansitowin32.py:61(closed)
      496    0.002    0.000    0.003    0.000 {built-in method matplotlib._path.affine_transform}
     2145    0.002    0.000    0.008    0.000 warnings.py:165(simplefilter)
     1008    0.002    0.000    0.020    0.000 backend_pdf.py:1878(pathOperations)
       94    0.002    0.000    0.002    0.000 {built-in method builtins.compile}
      990    0.002    0.000    0.087    0.000 backend_pdf.py:2021(draw_path)
    10788    0.002    0.000    0.003    0.000 __init__.py:1724(isEnabledFor)
     8174    0.002    0.000    0.002    0.000 {built-in method numba.core.typeconv._typeconv.check_compatible}
 1111/926    0.002    0.000    0.979    0.001 lowering.py:664(lower_assign)
     1625    0.002    0.000    0.009    0.000 instructions.py:467(descr)
     1068    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
     3101    0.002    0.000    0.004    0.000 typing.py:986(__setattr__)
      653    0.002    0.000    0.003    0.000 posixpath.py:71(join)
     4152    0.002    0.000    0.003    0.000 value.py:87(__init__)
       35    0.002    0.000    0.012    0.000 ir_utils.py:2350(fixup_var_define_in_scope)
     3453    0.002    0.000    0.003    0.000 types.py:126(__new__)
     1552    0.002    0.000    0.004    0.000 cbook.py:2010(_setattr_cm)
     3203    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
    18559    0.002    0.000    0.002    0.000 {method 'release' of '_thread.RLock' objects}
    15745    0.002    0.000    0.002    0.000 trace.pyx:66(add_point)
     3470    0.002    0.000    0.003    0.000 utils.py:445(__setitem__)
    34864    0.002    0.000    0.002    0.000 trace.pyx:104(size)
     1086    0.002    0.000    0.067    0.000 extending.py:129(decorate)
     3016    0.002    0.000    0.011    0.000 types.py:30(as_pointer)
       66    0.002    0.000    0.002    0.000 __init__.py:48(create_string_buffer)
     4891    0.002    0.000    0.005    0.000 colors.py:403(<genexpr>)
       52    0.002    0.000    0.002    0.000 core.py:928(__init__)
     1989    0.002    0.000    0.005    0.000 analysis.py:66(fix_point_progress)
    10277    0.002    0.000    0.002    0.000 {method 'replace' of 'str' objects}
      125    0.002    0.000    0.002    0.000 {built-in method zlib.compressobj}
     1008    0.002    0.000    0.018    0.000 builder.py:922(gep)
7117/3293    0.002    0.000    0.003    0.000 packer.py:144(rec)
     1790    0.002    0.000    0.012    0.000 instructions.py:434(__init__)
     2268    0.002    0.000    0.029    0.000 abc.py:105(__new__)
      653    0.002    0.000    0.020    0.000 values.py:973(descr_prototype)
      822    0.002    0.000    0.027    0.000 builder.py:297(if_then)
     1744    0.002    0.000    0.003    0.000 <frozen importlib._bootstrap>:71(__init__)
      503    0.002    0.000    0.013    0.000 module.py:45(add_metadata)
       72    0.002    0.000    0.016    0.000 patch.py:142(path_to_geos)
     1860    0.002    0.000    0.020    0.000 old_models.py:630(get)
      8/1    0.002    0.000    0.137    0.137 pyplot.py:373(switch_backend)
1196/1182    0.002    0.000    0.184    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
     7218    0.002    0.000    0.003    0.000 sre_parse.py:173(append)
     3258    0.002    0.000    0.089    0.000 errors.py:242(__init__)
      421    0.002    0.000    0.106    0.000 sre_compile.py:783(compile)
      602    0.002    0.000    0.005    0.000 typeinfer.py:1652(typeof_expr)
     1184    0.002    0.000    0.013    0.000 ssa.py:268(on_assign)
     1790    0.002    0.000    0.006    0.000 instructions.py:447(descr)
      114    0.002    0.000    0.008    0.000 artist.py:169(<listcomp>)
     1086    0.002    0.000    0.002    0.000 extending.py:62(overload)
      227    0.002    0.000    0.084    0.000 module.py:11(parse_assembly)
     1110    0.002    0.000    0.038    0.000 misc.py:72(literal)
    16444    0.002    0.000    0.002    0.000 {method 'tolist' of 'numpy.ndarray' objects}
     5402    0.002    0.000    0.002    0.000 ffi.py:327(__init__)
     1137    0.002    0.000    0.053    0.000 lowering.py:1578(delvar)
     1003    0.002    0.000    0.010    0.000 instructions.py:720(__init__)
        4    0.002    0.001    0.002    0.001 backend_agg.py:63(__init__)
      907    0.002    0.000    0.007    0.000 instructions.py:349(__init__)
3414/3035    0.002    0.000    0.247    0.000 ir_utils.py:1576(guard)
     3969    0.002    0.000    0.002    0.000 templates.py:276(__init__)
     1056    0.002    0.000    0.004    0.000 numpy_support.py:299(supported_ufunc_loop)
     1286    0.002    0.000    0.003    0.000 traceback.py:232(clear_frames)
     1795    0.002    0.000    0.035    0.000 functools.py:884(wrapper)
  827/136    0.002    0.000    1.477    0.011 {built-in method builtins.__import__}
     1535    0.002    0.000    0.002    0.000 templates.py:1258(register_global)
      125    0.002    0.000    0.002    0.000 {method 'flush' of 'zlib.Compress' objects}
    14640    0.002    0.000    0.002    0.000 {method 'pop' of 'dict' objects}
